"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"29","","Rocket League","610564320","31869960","248990","1537","158578","13695","714","19.16",""
"30","","Split Fiction","588993720","19821300","150592","1784","53205","13212","444","29.72",""
"31","","Rust","558035460","14540940","53573","1033","25283","12517","326","38.38",""
"32","","World of Tanks","553951800","7078680","66550","405","8715","12426","158","78.26",""
"33","","ASMR","532626660","7031700","22184","254","3375","11947","157","75.75",""
"34","","ELDEN RING","486521220","22882440","52627","961","52811","10913","513","21.26",""
"35","","Sports","478171440","9598680","71072","715","14435","10726","215","49.82",""
"36","","Virtual Casino","457820520","1316700","60486","65","2137","10269","29","347.7",""
"37","","Music","457160820","23748120","82470","849","37557","10254","532","19.25",""
"38","","Slots","431349780","3771720","60923","172","3997","9675","84","114.36",""
"39","","Call of Duty: Black Ops 6","429545640","36587160","47369","1851","78795","9635","820","11.74",""
"40","","DJs","428160420","9722940","29902","493","8850","9604","218","44.04",""
"41","","Art","425192340","26130180","17087","959","44448","9537","586","16.27",""
"42","","Red Dead Redemption 2","413944860","17207580","147839","821","41538","9285","385","24.06",""
"43","","The First Berserker: Khazan","383207280","6675060","135788","1186","14357","8595","149","57.41",""
"44","","Always On","378186840","14317380","31520","668","1233","8483","321","26.41",""
"45","","FragPunk","368894940","16778700","146557","1522","54792","8274","376","21.99",""
"46","","Warcraft III","365956860","1658760","75834","82","1951","8208","37","220.62",""
"47","","I'm Only Sleeping","340049100","8323620","56735","546","5547","7627","186","40.85",""
"48","","Old School RuneScape","318840720","6402600","47900","245","6173","7152","143","49.8",""
"49","","Anime Squad","318619980","6396000","23587","363","2704","7147","143","49.82",""
"50","","inZOI","316253820","3641460","174757","1196","15881","7094","81","86.85",""
"51","","DayZ","304455840","13972380","47336","608","24910","6829","313","21.79",""
"52","","Games + Demos","303980820","21542880","76960","948","97065","6818","483","14.11",""
"53","","Retro","297688680","11449140","14050","412","11419","6677","256","26",""
"54","","Sea of Thieves","296711280","12491400","30554","851","29728","6655","280","23.75",""
"55","","Destiny 2","277518660","17655000","85574","1213","30516","6225","396","15.72",""
"56","","ROBLOX","265416000","49231860","32293","2231","279337","5953","1104","5.39",""
"57","","Tibia","263683560","11046180","12716","455","6211","5914","247","23.87",""
"58","","Genshin Impact","259503660","15498300","100457","1268","37353","5821","347","16.74",""
"59","","Delta Force","241623180","9705600","12173","453","15118","5419","217","24.9",""
"60","","Talk Shows & Podcasts","238373460","10291380","30712","469","12510","5347","230","23.16",""
"61","","Albion Online","237331440","5072280","19161","185","4175","5323","113","46.79",""
"62","","NBA 2K25","223512000","42787920","33830","2201","123573","5013","959","5.22",""
"63","","Animals, Aquariums, and Zoos","223501980","11392560","14914","456","1012","5013","255","19.62",""
"64","","Crypto","221366460","4460400","19208","157","2430","4965","100","49.63",""
"65","","Throne and Liberty","218818860","6348600","57958","787","7133","4908","142","34.47",""
"66","","Black Desert","213326100","5716800","19641","223","4320","4785","128","37.32",""
"67","","Kingdom Come: Deliverance II","209676900","11058000","29734","710","16016","4703","248","18.96",""
"68","","Path of Exile 2","205286760","5405160","392424","772","8141","4604","121","37.98",""
"69","","Chess","204221880","2604420","45359","143","6709","4581","58","78.41",""
"70","","Path of Exile","202255860","4627320","16938","275","4406","4536","103","43.71",""
"71","","FINAL FANTASY XIV ONLINE","189751140","13661280","50496","1319","18750","4256","306","13.89",""
"72","","GeoGuessr","186862020","1824600","117682","186","7331","4191","40","102.41",""
"73","","Phasmophobia","176753580","19805280","75744","1360","75737","3964","444","8.92",""
"74","","Brawl Stars","168754140","6035460","111710","299","40894","3785","135","27.96",""
"75","","Heroes of Might and Magic III: The Restoration of Erathia","168270300","1258020","16946","91","939","3774","28","133.76",""
"76","","VRChat","160882920","4537080","24663","263","10154","3608","101","35.46",""
"77","","Arena Breakout: Infinite","160838700","6228840","10621","256","6429","3607","139","25.82",""
"78","","Farming Simulator 25","155890680","4878300","39923","263","8410","3496","109","31.96",""
"79","","The Sims 4","154608840","6360600","22397","439","17837","3468","142","24.31",""
"80","","Call of Duty","152466600","80717400","24508","3704","235751","3420","1810","1.89",""
"81","","Wuthering Waves","150782700","6225660","29838","660","14952","3382","139","24.22",""
"82","","The Isle","149987580","2322480","25195","127","3360","3364","52","64.58",""
"83","","DARK SOULS II: Scholar of the First Sin","148271580","2084160","31220","99","4069","3325","46","71.14",""
"84","","Baller League","144307560","15300","120484","26","70","3237","0","9431.87",""
"85","","MLB The Show 25","141171060","5679360","33593","1382","14426","3166","127","24.86",""
"86","","Hunt: Showdown 1896","140269620","9262860","13109","755","11962","3146","207","15.14",""
"87","","Magic: The Gathering","139194780","2687880","14270","117","4809","3122","60","51.79",""
"88","","Poker","137225580","2702280","22043","180","2840","3078","60","50.78",""
"89","","Star Citizen","135850980","4579680","12211","211","4039","3047","102","29.66",""
"90","","Among Us","133450620","3371940","75135","350","24973","2993","75","39.58",""
"91","","Sid Meier's Civilization VII","129983880","1011480","66731","63","2153","2915","22","128.51",""
"92","","Mobile Legends: Bang Bang","129970440","4793760","10945","212","14999","2915","107","27.11",""
"93","","Warframe","129939420","11376600","63881","817","21348","2914","255","11.42",""
"94","","Lost Ark","128926140","3229980","8580","197","2328","2892","72","39.92",""
"95","","7 Days to Die","128210820","6819240","54910","257","10429","2875","152","18.8",""
"96","","Project Zomboid","125980080","4573920","23747","200","8381","2825","102","27.54",""
"97","","Valheim","123296160","4843440","19647","232","7707","2765","108","25.46",""
"98","","The Simpsons: Hit & Run","116223900","826020","7972","50","884","2607","18","140.7",""
"99","","The Bazaar","115289160","1440840","15535","86","1957","2586","32","80.02",""
"100","","Age of Empires II","112966140","1648980","29811","86","2750","2534","36","68.51",""
